diagnosis,group,snomed_code,snomed_code_name
Multiple valve disease,Cardiac valve diseases,459154003,Infective endocarditis of truncal valve
Multiple valve disease,Cardiac valve diseases,459162006,Abscess of common atrioventricular valve (disorder)
Multiple valve disease,Cardiac valve diseases,459178008,Infective endocarditis of common atrioventricular valve
Multiple valve disease,Cardiac valve diseases,472834000,Disorder of truncal valve prosthesis
Multiple valve disease,Cardiac valve diseases,472852000,Regurgitation of fetal common atrioventricular valve (disorder)
Multiple valve disease,Cardiac valve diseases,472853005,Stenosis of fetal common atrioventricular valve (disorder)
Multiple valve disease,Cardiac valve diseases,472854004,Regurgitation of foetal truncal valve
Multiple valve disease,Cardiac valve diseases,472855003,Stenosis of foetal truncal valve
Multiple valve disease,Cardiac valve diseases,59464004,Rheumatic mitral AND aortic valve regurgitation
Multiple valve disease,Cardiac valve diseases,71799002,Rheumatic mitral valve stenosis AND aortic valve insufficiency
Multiple valve disease,Cardiac valve diseases,723448007,Polyvalvular heart disease syndrome (disorder)
Multiple valve disease,Cardiac valve diseases,726335002,Common atrioventricular junction (disorder)
Multiple valve disease,Cardiac valve diseases,80685005,Double valve replacement with commissurotomy of one valve
Multiple valve disease,Cardiac valve diseases,81762006,Double valve replacement
Multiple valve disease,Cardiac valve diseases,840469002,Deficient mural leaflet of left ventricular component of common atrioventricular valve
Multiple valve disease,Cardiac valve diseases,840488009,Congenital truncal valvar regurgitation
Multiple valve disease,Cardiac valve diseases,840495000,Common atrioventricular junction with spontaneous fibrous closure of atrioventricular septal defect
Multiple valve disease,Cardiac valve diseases,840497008,Common atrioventricular valve with unbalanced commitment of valve to left ventricle
Multiple valve disease,Cardiac valve diseases,840517009,"Atrioventricular septal defect, atrial and ventricular components with common atrioventricular valve with unbalanced commitment of valve to right ventricle"
Multiple valve disease,Cardiac valve diseases,871594004,Congenital truncal valvar stenosis
Multiple valve disease,Cardiac valve diseases,871618005,Congenital dysplastic truncal valve
Multiple valve disease,Cardiac valve diseases,871622000,Common atrioventricular valve with unbalanced commitment of valve to ventricle
Multiple valve disease,Cardiac valve diseases,871624004,Common atrioventricular valve with unbalanced commitment of valve to right ventricle (disorder)
Multiple valve disease,Cardiac valve diseases,871627006,Common atrium with common atrioventricular junction (disorder)
Multiple valve disease,Cardiac valve diseases,871666003,Atypical left ventricular component of common atrioventricular valve (disorder)
Multiple valve disease,Cardiac valve diseases,871672003,Atypical right ventricular component of common atrioventricular valve (disorder)
Multiple valve disease,Cardiac valve diseases,880010000,Acquired abnormality of common atrioventricular valve following repair of biventricular atrioventricular connection
Multiple valve disease,Cardiac valve diseases,880045008,Acquired stenosis of right ventricular component of common atrioventricular valve following repair of biventricular connection
Multiple valve disease,Cardiac valve diseases,880046009,Acquired stenosis of common atrioventricular valve following repair of biventricular connection
Multiple valve disease,Cardiac valve diseases,880047000,Acquired stenosis of left ventricular component of common atrioventricular valve following repair of biventricular connection
Multiple valve disease,Cardiac valve diseases,880048005,Acquired regurgitation of left ventricular component of common atrioventricular valve following repair of biventricular connection
Multiple valve disease,Cardiac valve diseases,880049002,Acquired regurgitation of right ventricular component of common atrioventricular valve following repair of biventricular connection
Multiple valve disease,Cardiac valve diseases,880051003,Acquired regurgitation of common atrioventricular valve following repair of biventricular connection
Multiple valve disease,Cardiac valve diseases,890206005,Acquired abnormality of common atrioventricular valve following procedure (disorder)
Multiple valve disease,Cardiac valve diseases,890207001,Acquired common atrioventricular valve regurgitation following procedure
Multiple valve disease,Cardiac valve diseases,890402009,Congenital abnormality of truncal valve
Myocardial infarction,Ischaemic heart disease,10273003,Acute infarction of papillary muscle
Myocardial infarction,Ischaemic heart disease,103011000119106,Coronary arteriosclerosis in patient with history of previous myocardial infarction
Myocardial infarction,Ischaemic heart disease,1077002,Septal infarction by electrocardiogram
Myocardial infarction,Ischaemic heart disease,1089431000000107,Postoperative nontransmural myocardial infarction
Myocardial infarction,Ischaemic heart disease,1089441000000103,Postoperative transmural myocardial infarction
Myocardial infarction,Ischaemic heart disease,1089451000000100,Acute nontransmural myocardial infarction
Myocardial infarction,Ischaemic heart disease,1089471000000109,Acute transmural myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,1163440003,Postoperative acute myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,1204151009,Acute inferior non-ST segment elevation myocardial infarction of right ventricle (disorder)
Myocardial infarction,Ischaemic heart disease,1204152002,Acute inferior non-ST segment elevation myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,1204154001,Acute anterior non-ST segment elevation myocardial infarction with right ventricular involvement (disorder)
Myocardial infarction,Ischaemic heart disease,1204155000,Acute anterior non-ST segment elevation myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,1204222000,Acute non-ST segment elevation myocardial infarction of right ventricle (disorder)
Myocardial infarction,Ischaemic heart disease,1208872002,Subsequent anterior non-ST segment elevation myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,1208873007,Subsequent inferior non-ST segment elevation myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,12238111000119106,Acute ST segment elevation myocardial infarction of inferolateral wall
Myocardial infarction,Ischaemic heart disease,12238151000119107,Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder)
Myocardial infarction,Ischaemic heart disease,129574000,Postoperative myocardial infarction
Myocardial infarction,Ischaemic heart disease,15712841000119100,Acute ST segment elevation myocardial infarction of posterolateral wall
Myocardial infarction,Ischaemic heart disease,15712881000119105,Acute ST segment elevation myocardial infarction of anterolateral wall (disorder)
Myocardial infarction,Ischaemic heart disease,15712921000119103,Acute ST segment elevation myocardial infarction of lateral wall (disorder)
Myocardial infarction,Ischaemic heart disease,15712961000119108,Acute ST segment elevation myocardial infarction of anteroseptal wall
Myocardial infarction,Ischaemic heart disease,15713001000119100,Acute ST segment elevation myocardial infarction of atrium (disorder)
Myocardial infarction,Ischaemic heart disease,15713041000119103,Acute ST segment elevation myocardial infarction of posterior wall
Myocardial infarction,Ischaemic heart disease,15713081000119108,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion
Myocardial infarction,Ischaemic heart disease,15713121000119105,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion
Myocardial infarction,Ischaemic heart disease,15713161000119100,Acute ST segment elevation myocardial infarction of septum
Myocardial infarction,Ischaemic heart disease,15713201000119105,Acute ST segment elevation myocardial infarction of posterobasal wall
Myocardial infarction,Ischaemic heart disease,15960981000119105,Mural thrombus of left ventricle following acute myocardial infarction
Myocardial infarction,Ischaemic heart disease,15990001,Acute myocardial infarction of posterolateral wall
Myocardial infarction,Ischaemic heart disease,161502000,H/O: myocardial infarct at less than 60
Myocardial infarction,Ischaemic heart disease,161503005,H/O: myocardial infarct at greater than 60
Myocardial infarction,Ischaemic heart disease,16528621000119102,Rupture of interventricular septum following acute myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,16837681000119104,Acute myocardial infarction of posterolateral wall
Myocardial infarction,Ischaemic heart disease,17531000119105,Myocardial infarction due to demand ischemia
Myocardial infarction,Ischaemic heart disease,1755008,Old myocardial infarction
Myocardial infarction,Ischaemic heart disease,194802003,True posterior myocardial infarction
Myocardial infarction,Ischaemic heart disease,194809007,Acute atrial infarction
Myocardial infarction,Ischaemic heart disease,194856005,Subsequent myocardial infarction
Myocardial infarction,Ischaemic heart disease,194857001,Subsequent myocardial infarction of anterior wall
Myocardial infarction,Ischaemic heart disease,194858006,Subsequent myocardial infarction of inferior wall
Myocardial infarction,Ischaemic heart disease,194862000,Haemopericardium as current complication following acute myocardial infarction
Myocardial infarction,Ischaemic heart disease,194863005,Atrial septal defect as current complication following acute myocardial infarction
Myocardial infarction,Ischaemic heart disease,194865003,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction
Myocardial infarction,Ischaemic heart disease,194866002,Rupture of chordae tendinae as current complication following acute myocardial infarction
Myocardial infarction,Ischaemic heart disease,194867006,Rupture of papillary muscle as current complication following acute myocardial infarction
Myocardial infarction,Ischaemic heart disease,194868001,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
Myocardial infarction,Ischaemic heart disease,22298006,Myocardial infarction
Myocardial infarction,Ischaemic heart disease,23311000119105,Atrial septal defect due to and following acute myocardial infarction
Myocardial infarction,Ischaemic heart disease,233825009,Acute Q wave infarction - anteroseptal (disorder)
Myocardial infarction,Ischaemic heart disease,233826005,Acute non-Q wave infarction - anteroseptal (disorder)
Myocardial infarction,Ischaemic heart disease,233827001,Acute Q wave infarction - anterolateral (disorder)
Myocardial infarction,Ischaemic heart disease,233828006,Acute non-Q wave infarction - anterolateral (disorder)
Myocardial infarction,Ischaemic heart disease,233829003,Acute Q wave infarction - inferior (disorder)
Myocardial infarction,Ischaemic heart disease,233830008,Acute non-Q wave infarction - inferior (disorder)
Myocardial infarction,Ischaemic heart disease,233831007,Acute Q wave infarction - inferolateral (disorder)
Myocardial infarction,Ischaemic heart disease,233832000,Acute non-Q wave infarction - inferolateral (disorder)
Myocardial infarction,Ischaemic heart disease,233833005,Acute Q wave infarction - lateral (disorder)
Myocardial infarction,Ischaemic heart disease,233834004,Acute non-Q wave infarction - lateral (disorder)
Myocardial infarction,Ischaemic heart disease,233835003,Acute widespread myocardial infarction (disorder)
Myocardial infarction,Ischaemic heart disease,233836002,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction
